;7.5.;14.5.;21.5.;27.5.;4.6.;5.6.;11.6.;24.6.;2.7.;16.7.;23.7.;13.8.;19.8.;20.8.;26.8.;27.8.;2.9.;3.9.;17.9.;24.9.
"Rotation (12"" Version)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
A Sky Full of Stars (Radio Edit);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
Crazy What Love Can Do;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
Don't Start Now (Purple Disco Machine Remix) Clean;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Summer Nights (Martian Remix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Ale Ale Aleksandra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Szalona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Drop It Like It's Hot (feat. Pharrell) (Album Version (Explicit));0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Die Eine 2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Reimemonster (Video Version);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Tamam Tamam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Bellas Finals: Price Tag/Don’t You (Forget About Me)/Give Me Everything/Just The Way You Are/Party In The U.S.A./Turn The Beat Around;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Love Is Everywhere (7″ mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Beggin';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Strong Enough;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Move Your Body (Extended Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
Welcome to St. Tropez (DJ Antoine & Mad Mark Remix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Belly Dancer (Extended Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
Sonnentanz (Instrumental);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Hideaway;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
All Good? (feat. Chaka Khan);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Tommi (live);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
Lost In Music;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Polite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Way Down Yonder In New Orleans Mambo [Mambo];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
A Nega Se Vingou [Samba 47 TPM];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
I Can't Believe That You're in Love With Me [Cha-Cha 31 TPM];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Light My Fire;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
All About My Girl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Ce Matin La;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Never As Good As The First Time;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Cerveza;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
You're Nobody 'Til Somebody Loves You;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Peanut Vendor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
How Sweet It Is (To Be Loved By You);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Boogie (live);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Kodachrome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Night Moves;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Creep;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Time After Time;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Suzanne;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
How Deep Is Your Love;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Horny;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Yummy, Yummy, Yummy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
My Boy Lollipop;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
I Enjoy Being A Girl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
What Does It Take (To Win Your Love);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Jump;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
I will be like you (mit Intro);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"The ""Pink Panther"" Theme";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Rock Around the Clock;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Mambo Rock;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Oh Julie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Stray Cat Strut;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Lucille;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
I Want You Back (Dimitri From Brooklyn Edit);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Long Tall Sally;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Time Warp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
Ich will keine Schokolade;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Good Golly, Miss Molly;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Johnny B. Goode;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Black Bottom;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Charleston Buttterfly (Extended Version);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Swing Mood (Castaman Edit Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Rum & Coca Cola (Jojo Effect Remix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Bierbauch Twist;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Je Veux;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Wipe Out;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Tequila;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
At the Hop;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Rama Lama Ding Dong;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
When;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
New York Groove;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Promises (feat. Sam Smith & Jessie Reyez) (Extended Club Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Atemlos durch die Nacht (A class Kuduro Edit);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Fast Car (Club Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Insomnia (Moody mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Go (Woodtick Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Tanz der Moleküle (Single Version);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Don't Start Now;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Kackvogel (Original Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Suzuki;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Memories;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
You're Nobody Till Somebody Loves You;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
When Love Is New;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Giorgio by Moroder;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Set Me Free [Instrumental];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Another Lifetime;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Unforgettable;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Two Princes (feat. Michael Schulte) [Acoustic Version];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
I Belong to You (El Ritmo de la Pasion);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
One More Night;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Close Your Eyes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Thank You;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Will You Be There;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Mercy (Instrumental);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Alexandrie Alexandra (Joey Negro Club Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Feel That Heat (Luxxury Edit);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Can You Feel the Love Tonight / everytime we touch (Edit);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Crying At The Discoteque (Extended Version);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Shot Me Down;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Candy Shop (feat. Olivia) (Album Version);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Got 2 Luv U (feat. Alexis Jordan);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Du willst mich küssen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Satellite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Sie kann nicht tanzen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
The Time Is Now (Full Length Version);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Niggas in Paris;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Hard Knock Life (The Ghetto Anthem);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Ohne mein Team [Explicit];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Wildberry Lillet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Waterpumpee (Waan Back 2002) (deutsche Version);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Get Up Stand Up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Wellerman (Sea Shanty);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Lemon Tree (Album Edit);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Black Magic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Baker Street;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
All About That Bass (2015 European Cast Version);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Dock of the Bay;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
You're the One That I Want;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Hallelujah I Love Her So;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Kiss me;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
You And Me [Walzer 47 TPM];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
My Girl [Rumba 26 TPM];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Wherever You Will Go (Acoustic);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
I Don't Want To Miss A Thing (from the Touchstone Film Armageddon);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
I Swear [Rumba 21 TPM];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
The Way You Make Me Feel (feat. Bryan Adams);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Always;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Hold On To What U Got;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
All of the Stars;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Damn, dis-moi (feat. Dâm-Funk);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Cocaine Blues (Greg Wilson Remix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
My Male Curiosity [The Reflex Revision] REMASTER 2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Are You Gonna Be My Girl? (Radio Version);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Helium (From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"")";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Disco Numberwang (Jean's Value Added Sax Dub);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Could Heaven Ever Be Like This [The Reflex Revision];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Wunderkerzenmenschen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
How Long Will I Love You (Bonus Track) [Rumba 32 TPM];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Celebration;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
When Love Takes Over;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Jump (2015 Remastered Version);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Who Let the Dogs Out;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
U Can't Touch This;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Atemlos durch die Nacht (""The Pope"" Remix)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Touch Too Much;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Scooby Doo Pa Pa (DJ Kass Official 2018 Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Ritmo (Extended Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
